,online_order,book_table,rate,votes,location,restrofacility,cuisines,cost for two,restro type,outlet location
22430,0,0,3.3,50,Bannerghatta Road,other,Chinese,400,Dine-out,JP Nagar
22431,1,0,3.9,202,Bannerghatta Road,Quick Bites,"North Indian, Chinese",250,Dine-out,JP Nagar
22432,0,0,3.6,12,Bannerghatta Road,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out,JP Nagar
22433,1,0,3.8,31,Bannerghatta Road,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out,JP Nagar
22434,1,0,3.5,57,Bannerghatta Road,Quick Bites,"North Indian, Chinese",350,Dine-out,JP Nagar
22435,0,0,3.1,28,Bannerghatta Road,other,other,600,Dine-out,JP Nagar
22436,1,0,3.2,146,Bannerghatta Road,Quick Bites,other,350,Dine-out,JP Nagar
22437,1,0,4.0,911,Bannerghatta Road,Quick Bites,other,600,Dine-out,JP Nagar
22438,1,0,3.6,140,Bannerghatta Road,Quick Bites,other,200,Dine-out,JP Nagar
22439,1,0,3.3,15,Bannerghatta Road,Quick Bites,Fast Food,350,Dine-out,JP Nagar
22440,1,0,4.1,600,Bannerghatta Road,Quick Bites,North Indian,400,Dine-out,JP Nagar
22441,0,0,3.4,5,Bannerghatta Road,other,other,300,Dine-out,JP Nagar
22442,0,0,3.232387726934919,0,Bannerghatta Road,Quick Bites,other,350,Dine-out,JP Nagar
22443,1,0,3.2,188,Bannerghatta Road,Quick Bites,other,600,Dine-out,JP Nagar
22444,0,0,0.0,0,Bannerghatta Road,other,other,500,Dine-out,JP Nagar
22445,0,0,3.5,25,Bannerghatta Road,other,other,500,Dine-out,JP Nagar
22446,1,0,3.6,17,Bannerghatta Road,Dessert Parlor,other,900,Dine-out,JP Nagar
22447,0,0,3.5,11,Bannerghatta Road,Quick Bites,other,150,Dine-out,JP Nagar
22448,1,0,3.9,99,Bannerghatta Road,Quick Bites,"South Indian, North Indian",300,Dine-out,JP Nagar
22449,0,0,3.7,25,Bannerghatta Road,Quick Bites,Chinese,100,Dine-out,JP Nagar
22450,0,0,2.8,14,Bannerghatta Road,other,"South Indian, North Indian",300,Dine-out,JP Nagar
22451,1,0,3.5,51,Bannerghatta Road,Quick Bites,other,200,Dine-out,JP Nagar
22452,1,0,3.0,6,Bannerghatta Road,other,other,400,Dine-out,JP Nagar
22453,1,0,2.9,154,Bannerghatta Road,Quick Bites,other,600,Dine-out,JP Nagar
22454,1,0,3.3,53,Bannerghatta Road,Quick Bites,other,400,Dine-out,JP Nagar
22455,1,0,3.8,95,Bannerghatta Road,other,other,1100,Dine-out,JP Nagar
22456,0,0,3.5,56,Bannerghatta Road,Quick Bites,"South Indian, North Indian",400,Dine-out,JP Nagar
22457,0,0,0.0,0,Bannerghatta Road,other,other,600,Dine-out,JP Nagar
22458,0,0,3.2,8,Bannerghatta Road,Quick Bites,other,400,Dine-out,JP Nagar
22459,0,0,3.7,40,Bannerghatta Road,Quick Bites,other,350,Dine-out,JP Nagar
22460,0,0,3.2,4,Bannerghatta Road,Quick Bites,other,100,Dine-out,JP Nagar
22461,0,0,3.3,6,Bannerghatta Road,Quick Bites,Chinese,300,Dine-out,JP Nagar
22462,0,0,3.1,4,Bannerghatta Road,Quick Bites,"North Indian, Chinese",400,Dine-out,JP Nagar
22463,0,0,3.6,19,Bannerghatta Road,Quick Bites,other,250,Dine-out,JP Nagar
22464,0,0,0.0,0,Bannerghatta Road,Quick Bites,other,200,Dine-out,JP Nagar
22465,0,0,3.4,4,Bannerghatta Road,other,other,600,Dine-out,JP Nagar
22466,0,0,0.0,0,Bannerghatta Road,Quick Bites,Fast Food,200,Dine-out,JP Nagar
22467,0,0,3.2,23,Bannerghatta Road,other,other,450,Dine-out,JP Nagar
22468,0,0,3.5,14,Bannerghatta Road,Quick Bites,other,100,Dine-out,JP Nagar
22469,0,0,3.6,10,Bannerghatta Road,Quick Bites,South Indian,150,Dine-out,JP Nagar
22470,1,0,3.7,51,Bannerghatta Road,Quick Bites,North Indian,300,Dine-out,JP Nagar
22471,0,0,3.1,5,Bannerghatta Road,Quick Bites,Fast Food,300,Dine-out,JP Nagar
22472,0,0,0.0,0,Bannerghatta Road,Quick Bites,South Indian,200,Dine-out,JP Nagar
22473,0,0,0.0,0,Bannerghatta Road,Quick Bites,other,400,Dine-out,JP Nagar
22474,0,0,0.0,0,Bannerghatta Road,Quick Bites,"North Indian, South Indian, Chinese",200,Dine-out,JP Nagar
22475,0,0,2.7,17,Bannerghatta Road,other,other,500,Dine-out,JP Nagar
22476,0,0,3.2,4,Bannerghatta Road,Quick Bites,"South Indian, North Indian",400,Dine-out,JP Nagar
22477,0,0,3.3,7,Bannerghatta Road,Quick Bites,other,400,Dine-out,JP Nagar
22478,0,0,3.232387726934919,0,Bannerghatta Road,Quick Bites,other,300,Dine-out,JP Nagar
22479,0,0,3.6,10,Bannerghatta Road,other,other,400,Dine-out,JP Nagar
22480,0,0,0.0,0,Bannerghatta Road,Quick Bites,other,100,Dine-out,JP Nagar
22481,0,0,0.0,0,Bannerghatta Road,Quick Bites,other,150,Dine-out,JP Nagar
22482,0,0,3.232387726934919,0,Bannerghatta Road,Quick Bites,other,200,Dine-out,JP Nagar
22483,0,0,0.0,0,Bannerghatta Road,Quick Bites,other,300,Dine-out,JP Nagar
22484,1,0,0.0,0,Bannerghatta Road,Quick Bites,other,250,Dine-out,JP Nagar
22485,1,0,0.0,0,Bannerghatta Road,Quick Bites,"Chinese, North Indian",250,Dine-out,JP Nagar
22486,1,0,2.4,158,Bannerghatta Road,Quick Bites,"North Indian, Chinese",300,Dine-out,JP Nagar
22487,1,0,2.8,165,Bannerghatta Road,Quick Bites,other,450,Dine-out,JP Nagar
22488,0,0,3.1,7,Bannerghatta Road,Quick Bites,other,250,Dine-out,JP Nagar
22489,0,0,3.3,7,Bannerghatta Road,Quick Bites,other,300,Dine-out,JP Nagar
22490,0,0,0.0,0,Bannerghatta Road,Quick Bites,South Indian,250,Dine-out,JP Nagar
22491,1,0,3.2,94,Bannerghatta Road,Quick Bites,"North Indian, Chinese",350,Dine-out,JP Nagar
22492,1,0,3.1,70,Bannerghatta Road,Quick Bites,other,250,Dine-out,JP Nagar
22493,1,0,3.1,21,Bannerghatta Road,other,other,250,Dine-out,JP Nagar
22494,1,0,3.1,178,Bannerghatta Road,Quick Bites,other,250,Dine-out,JP Nagar
22495,0,0,3.232387726934919,0,Bannerghatta Road,Quick Bites,other,500,Dine-out,JP Nagar
22496,0,0,3.232387726934919,0,Bannerghatta Road,other,other,300,Dine-out,JP Nagar
22497,0,0,3.232387726934919,0,Bannerghatta Road,Quick Bites,South Indian,250,Dine-out,JP Nagar
22498,0,1,4.9,6404,BTM,Casual Dining,other,1600,Dine-out,JP Nagar
22499,0,0,4.3,2486,Jayanagar,Casual Dining,other,450,Dine-out,JP Nagar
22500,0,1,4.6,538,Jayanagar,Casual Dining,other,1100,Dine-out,JP Nagar
22501,1,1,4.3,1265,Jayanagar,other,other,800,Dine-out,JP Nagar
22502,1,1,4.3,1247,Jayanagar,Casual Dining,other,1000,Dine-out,JP Nagar
22503,0,1,4.4,1154,BTM,"Casual Dining, Bar",other,1100,Dine-out,JP Nagar
22504,0,1,4.3,1246,Jayanagar,"Casual Dining, Bar",other,1000,Dine-out,JP Nagar
22505,1,0,3.9,74,Jayanagar,Casual Dining,other,800,Dine-out,JP Nagar
22506,1,1,3.232387726934919,0,Jayanagar,Casual Dining,other,700,Dine-out,JP Nagar
22507,1,1,4.2,177,Jayanagar,Casual Dining,other,800,Dine-out,JP Nagar
22508,0,0,4.2,713,Jayanagar,Cafe,Cafe,500,Dine-out,JP Nagar
22509,1,0,4.4,1972,Jayanagar,Casual Dining,other,800,Dine-out,JP Nagar
22510,1,0,3.9,684,Jayanagar,Casual Dining,other,650,Dine-out,JP Nagar
22511,1,1,4.1,1080,Jayanagar,Casual Dining,"North Indian, Chinese",1000,Dine-out,JP Nagar
22512,1,1,4.3,885,Jayanagar,Casual Dining,other,1700,Dine-out,JP Nagar
22513,1,0,4.0,32,Electronic City,Casual Dining,"South Indian, North Indian, Chinese",400,Dine-out,JP Nagar
22514,1,0,4.4,181,Jayanagar,other,other,250,Dine-out,JP Nagar
22515,1,1,4.1,367,Jayanagar,Casual Dining,other,1200,Dine-out,JP Nagar
22516,0,0,3.9,205,BTM,Casual Dining,other,550,Dine-out,JP Nagar
22517,0,1,3.7,570,Jayanagar,Casual Dining,other,800,Dine-out,JP Nagar
22518,0,0,4.1,710,Jayanagar,Cafe,other,850,Dine-out,JP Nagar
22519,1,1,3.8,362,Jayanagar,Casual Dining,other,600,Dine-out,JP Nagar
22520,1,0,3.8,367,BTM,Casual Dining,North Indian,600,Dine-out,JP Nagar
22521,1,0,4.0,137,Jayanagar,Quick Bites,other,350,Dine-out,JP Nagar
22522,1,0,3.7,136,BTM,Casual Dining,"North Indian, Chinese",500,Dine-out,JP Nagar
22523,0,1,3.5,11,Jayanagar,Cafe,other,800,Dine-out,JP Nagar
22524,1,0,4.1,464,BTM,Cafe,other,500,Dine-out,JP Nagar
22525,1,0,3.8,210,other,Casual Dining,other,600,Dine-out,JP Nagar
22526,1,1,4.1,553,Jayanagar,Casual Dining,other,900,Dine-out,JP Nagar
22527,1,0,3.9,247,BTM,Quick Bites,other,400,Dine-out,JP Nagar
22528,1,0,4.0,958,Jayanagar,Quick Bites,other,500,Dine-out,JP Nagar
22529,1,1,4.1,176,Jayanagar,Casual Dining,other,500,Dine-out,JP Nagar
22530,1,0,4.1,130,Jayanagar,Cafe,other,650,Dine-out,JP Nagar
22531,1,0,3.8,232,Jayanagar,Casual Dining,other,600,Dine-out,JP Nagar
22532,1,0,4.1,295,BTM,Casual Dining,other,700,Dine-out,JP Nagar
22533,1,0,3.7,40,BTM,Quick Bites,North Indian,300,Dine-out,JP Nagar
22534,1,0,3.8,30,Jayanagar,Cafe,Cafe,400,Dine-out,JP Nagar
22535,1,0,3.7,115,BTM,Casual Dining,"Chinese, North Indian",550,Dine-out,JP Nagar
22536,0,0,3.7,26,Jayanagar,Quick Bites,South Indian,200,Dine-out,JP Nagar
22537,1,0,4.1,166,Jayanagar,Quick Bites,other,400,Dine-out,JP Nagar
22538,0,1,3.8,151,Jayanagar,other,other,1350,Dine-out,JP Nagar
22539,1,1,3.8,584,Jayanagar,Casual Dining,other,1200,Dine-out,JP Nagar
22540,1,0,4.0,808,other,Casual Dining,"North Indian, Chinese, Biryani",500,Dine-out,JP Nagar
22541,1,0,4.2,465,BTM,Quick Bites,other,300,Dine-out,JP Nagar
22542,1,0,2.7,48,BTM,Casual Dining,"North Indian, Chinese",700,Dine-out,JP Nagar
22543,1,0,4.1,381,BTM,Quick Bites,other,250,Dine-out,JP Nagar
22544,1,0,3.7,21,Jayanagar,Quick Bites,other,200,Dine-out,JP Nagar
22545,1,0,3.5,80,Jayanagar,Casual Dining,other,750,Dine-out,JP Nagar
22546,1,0,3.9,91,Jayanagar,Cafe,other,300,Dine-out,JP Nagar
22547,1,0,4.2,450,Jayanagar,Cafe,other,400,Dine-out,JP Nagar
22548,1,0,4.0,310,Jayanagar,Cafe,other,750,Dine-out,JP Nagar
22549,1,1,3.7,205,Jayanagar,other,other,1000,Dine-out,JP Nagar
22550,1,0,3.3,42,BTM,Quick Bites,Fast Food,500,Dine-out,JP Nagar
22551,1,0,4.1,303,Jayanagar,Quick Bites,other,200,Dine-out,JP Nagar
22552,0,0,4.2,424,Jayanagar,Quick Bites,South Indian,100,Dine-out,JP Nagar
22553,0,0,3.232387726934919,0,other,Cafe,other,400,Dine-out,JP Nagar
22554,1,0,3.8,42,other,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out,JP Nagar
22555,1,0,3.9,42,Jayanagar,Quick Bites,other,500,Dine-out,JP Nagar
22556,0,0,3.7,39,other,Casual Dining,"North Indian, Chinese",450,Dine-out,JP Nagar
22557,0,0,3.8,46,Jayanagar,Cafe,Cafe,400,Dine-out,JP Nagar
22558,1,0,3.5,12,BTM,Quick Bites,North Indian,300,Dine-out,JP Nagar
22559,1,0,3.7,158,Jayanagar,Casual Dining,other,700,Dine-out,JP Nagar
22560,1,0,4.0,108,Jayanagar,Quick Bites,other,500,Dine-out,JP Nagar
22561,1,0,3.1,7,other,Quick Bites,other,250,Dine-out,JP Nagar
22562,0,0,4.1,163,Jayanagar,Quick Bites,other,200,Dine-out,JP Nagar
22563,1,0,3.9,315,Jayanagar,Quick Bites,other,300,Dine-out,JP Nagar
22564,1,0,3.9,126,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese",400,Dine-out,JP Nagar
22565,1,0,3.232387726934919,0,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese",400,Dine-out,JP Nagar
22566,0,0,4.0,160,BTM,other,other,150,Dine-out,JP Nagar
22567,1,0,3.8,12,BTM,Quick Bites,other,300,Dine-out,JP Nagar
22568,1,0,3.9,212,Jayanagar,Casual Dining,other,500,Dine-out,JP Nagar
22569,1,0,3.1,6,other,Quick Bites,"North Indian, Chinese",300,Dine-out,JP Nagar
22570,1,0,3.7,476,BTM,Quick Bites,other,450,Dine-out,JP Nagar
22571,1,0,3.7,133,Jayanagar,Casual Dining,other,700,Dine-out,JP Nagar
22572,1,0,4.0,199,BTM,Quick Bites,North Indian,300,Dine-out,JP Nagar
22573,1,0,3.1,39,other,Quick Bites,North Indian,300,Dine-out,JP Nagar
22574,1,0,3.232387726934919,0,BTM,Quick Bites,Chinese,300,Dine-out,JP Nagar
22575,1,0,4.0,109,BTM,Quick Bites,North Indian,300,Dine-out,JP Nagar
22576,1,0,3.5,40,BTM,Casual Dining,"North Indian, South Indian",350,Dine-out,JP Nagar
22577,0,0,3.232387726934919,0,BTM,Quick Bites,South Indian,70,Dine-out,JP Nagar
22578,0,0,2.9,84,BTM,Casual Dining,other,500,Dine-out,JP Nagar
22579,1,0,3.1,140,BTM,Casual Dining,other,600,Dine-out,JP Nagar
22580,1,0,3.7,34,BTM,Quick Bites,"North Indian, Chinese",300,Dine-out,JP Nagar
22581,1,0,3.1,42,BTM,Quick Bites,other,800,Dine-out,JP Nagar
22582,1,0,3.7,41,BTM,Quick Bites,North Indian,150,Dine-out,JP Nagar
22583,0,0,3.8,37,Jayanagar,Quick Bites,South Indian,200,Dine-out,JP Nagar
22584,1,0,3.4,19,other,Quick Bites,"South Indian, North Indian, Chinese",400,Dine-out,JP Nagar
22585,1,0,3.5,23,Jayanagar,Quick Bites,"South Indian, North Indian",300,Dine-out,JP Nagar
22586,0,0,3.7,43,Jayanagar,"Casual Dining, Bar",other,400,Dine-out,JP Nagar
22587,1,0,3.1,18,BTM,Casual Dining,"North Indian, Chinese",450,Dine-out,JP Nagar
22588,1,0,3.6,29,Jayanagar,other,other,400,Dine-out,JP Nagar
22589,1,0,4.0,37,Jayanagar,other,other,400,Dine-out,JP Nagar
22590,1,0,3.8,184,BTM,Quick Bites,other,400,Dine-out,JP Nagar
22591,1,0,3.7,20,BTM,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out,JP Nagar
22592,1,0,3.6,21,Jayanagar,Quick Bites,other,150,Dine-out,JP Nagar
22593,1,0,3.4,13,Jayanagar,Quick Bites,other,400,Dine-out,JP Nagar
22594,1,0,3.7,288,other,Quick Bites,"North Indian, Chinese",500,Dine-out,JP Nagar
22595,1,0,3.5,10,BTM,Quick Bites,"North Indian, South Indian",300,Dine-out,JP Nagar
22596,0,0,3.7,30,BTM,Casual Dining,"North Indian, Chinese",500,Dine-out,JP Nagar
22597,0,0,3.7,29,BTM,Casual Dining,"North Indian, Chinese",500,Dine-out,JP Nagar
22598,1,0,3.3,97,other,Quick Bites,North Indian,400,Dine-out,JP Nagar
22599,1,0,3.5,221,BTM,other,other,400,Dine-out,JP Nagar
22600,1,0,3.8,282,Jayanagar,Casual Dining,other,800,Dine-out,JP Nagar
22601,0,0,3.8,70,other,Quick Bites,other,200,Dine-out,JP Nagar
22602,1,0,3.232387726934919,0,other,Quick Bites,other,250,Dine-out,JP Nagar
22603,1,0,3.4,51,other,Quick Bites,other,400,Dine-out,JP Nagar
22604,1,0,3.6,38,Jayanagar,Quick Bites,South Indian,300,Dine-out,JP Nagar
22605,1,0,3.7,46,Jayanagar,Quick Bites,Biryani,200,Dine-out,JP Nagar
22606,1,0,3.8,61,BTM,Quick Bites,other,300,Dine-out,JP Nagar
22607,0,0,3.7,20,Jayanagar,Quick Bites,South Indian,200,Dine-out,JP Nagar
22608,1,0,3.9,135,Jayanagar,Quick Bites,other,350,Dine-out,JP Nagar
22609,0,0,3.8,58,BTM,Quick Bites,South Indian,300,Dine-out,JP Nagar
22610,0,0,3.9,41,BTM,other,other,200,Dine-out,JP Nagar
22611,1,0,3.5,35,Jayanagar,Quick Bites,other,250,Dine-out,JP Nagar
22612,1,0,3.5,177,BTM,Quick Bites,other,500,Dine-out,JP Nagar
22613,1,0,3.7,195,BTM,Quick Bites,North Indian,400,Dine-out,JP Nagar
22614,1,0,0.0,0,BTM,Quick Bites,Biryani,300,Dine-out,JP Nagar
22615,0,0,3.4,9,other,Casual Dining,"North Indian, South Indian, Chinese",550,Dine-out,JP Nagar
22616,0,0,3.9,144,other,Cafe,other,550,Dine-out,JP Nagar
22617,1,0,3.6,42,other,"Casual Dining, Bar",other,500,Dine-out,JP Nagar
22618,1,0,3.8,254,BTM,Casual Dining,Chinese,550,Dine-out,JP Nagar
22619,1,0,3.0,61,BTM,Cafe,Cafe,650,Dine-out,JP Nagar
22620,1,0,3.8,614,BTM,Cafe,other,600,Dine-out,JP Nagar
22621,1,0,3.9,247,Jayanagar,Cafe,other,400,Dine-out,JP Nagar
22622,1,0,3.9,128,other,Casual Dining,other,500,Dine-out,JP Nagar
22623,0,0,3.2,24,other,Quick Bites,Fast Food,300,Dine-out,JP Nagar
22624,1,0,3.9,358,BTM,Quick Bites,"North Indian, Chinese",400,Dine-out,JP Nagar
22625,0,0,3.7,43,BTM,Quick Bites,other,300,Dine-out,JP Nagar
22626,1,0,3.6,71,BTM,Quick Bites,other,350,Dine-out,JP Nagar
22627,1,0,2.9,7,BTM,Cafe,other,400,Dine-out,JP Nagar
22628,1,0,3.3,26,BTM,Quick Bites,"Chinese, North Indian",300,Dine-out,JP Nagar
22629,1,0,3.0,177,other,Quick Bites,"Chinese, North Indian",400,Dine-out,JP Nagar
22630,0,0,3.4,34,BTM,Quick Bites,North Indian,150,Dine-out,JP Nagar
22631,1,0,3.6,60,Jayanagar,Quick Bites,other,400,Dine-out,JP Nagar
22632,0,0,3.3,4,other,"Casual Dining, Bar",other,800,Dine-out,JP Nagar
22633,0,0,3.2,11,BTM,Cafe,other,500,Dine-out,JP Nagar
22634,0,0,2.9,17,BTM,Casual Dining,other,600,Dine-out,JP Nagar
22635,0,0,0.0,0,BTM,other,other,250,Dine-out,JP Nagar
22636,1,0,3.5,19,other,Casual Dining,other,400,Dine-out,JP Nagar
22637,1,0,2.6,174,BTM,Casual Dining,other,450,Dine-out,JP Nagar
22638,1,0,3.6,35,BTM,Quick Bites,Fast Food,300,Dine-out,JP Nagar
22639,1,0,3.6,16,BTM,Quick Bites,other,300,Dine-out,JP Nagar
22640,0,0,0.0,0,BTM,Casual Dining,other,600,Dine-out,JP Nagar
22641,0,0,3.4,7,BTM,Casual Dining,other,550,Dine-out,JP Nagar
22642,1,0,3.6,60,other,Casual Dining,North Indian,700,Dine-out,JP Nagar
22643,1,0,4.0,113,BTM,other,other,250,Dine-out,JP Nagar
22644,0,0,3.6,19,Jayanagar,Quick Bites,other,400,Dine-out,JP Nagar
22645,0,0,3.6,11,BTM,Quick Bites,"South Indian, North Indian, Chinese",200,Dine-out,JP Nagar
22646,1,0,3.2,4,other,Quick Bites,other,300,Dine-out,JP Nagar
22647,1,0,3.4,8,BTM,Quick Bites,Fast Food,150,Dine-out,JP Nagar
22648,0,0,3.7,41,BTM,Casual Dining,other,450,Dine-out,JP Nagar
22649,0,0,3.1,8,BTM,Casual Dining,other,600,Dine-out,JP Nagar
22650,0,0,3.6,13,BTM,other,other,200,Dine-out,JP Nagar
22651,0,0,0.0,0,BTM,Quick Bites,other,300,Dine-out,JP Nagar
22652,0,0,0.0,0,Jayanagar,Casual Dining,"Chinese, North Indian",500,Dine-out,JP Nagar
22653,1,0,3.5,10,other,other,other,100,Dine-out,JP Nagar
22654,1,0,0.0,0,Jayanagar,other,"Mithai, Street Food",200,Dine-out,JP Nagar
22655,1,0,0.0,0,other,Casual Dining,Biryani,400,Dine-out,JP Nagar
22656,0,0,3.6,17,other,Quick Bites,Fast Food,150,Dine-out,JP Nagar
22657,0,0,0.0,0,BTM,Quick Bites,other,150,Dine-out,JP Nagar
22658,1,0,3.1,68,Jayanagar,Quick Bites,other,550,Dine-out,JP Nagar
22659,1,0,3.2,10,BTM,Quick Bites,other,250,Dine-out,JP Nagar
22660,1,0,3.5,13,BTM,Quick Bites,Fast Food,300,Dine-out,JP Nagar
22661,1,0,3.3,34,BTM,Quick Bites,other,500,Dine-out,JP Nagar
22662,0,0,3.1,9,BTM,Quick Bites,North Indian,350,Dine-out,JP Nagar
22663,0,0,3.8,47,BTM,Dessert Parlor,Desserts,200,Dine-out,JP Nagar
22664,0,0,3.1,12,Jayanagar,other,other,500,Dine-out,JP Nagar
22665,0,0,3.2,7,BTM,Quick Bites,Biryani,200,Dine-out,JP Nagar
22666,0,0,3.8,27,Jayanagar,Quick Bites,other,300,Dine-out,JP Nagar
22667,0,0,3.232387726934919,0,Jayanagar,Quick Bites,other,200,Dine-out,JP Nagar
22668,0,0,3.3,5,BTM,Quick Bites,North Indian,400,Dine-out,JP Nagar
22669,0,0,3.3,22,BTM,Quick Bites,"North Indian, Chinese",300,Dine-out,JP Nagar
22670,0,0,0.0,0,Jayanagar,Quick Bites,other,200,Dine-out,JP Nagar
22671,0,0,0.0,0,other,Quick Bites,Biryani,250,Dine-out,JP Nagar
22672,0,0,0.0,0,Jayanagar,Quick Bites,other,300,Dine-out,JP Nagar
22673,0,0,0.0,0,BTM,Quick Bites,other,250,Dine-out,JP Nagar
22674,0,0,0.0,0,other,Quick Bites,other,500,Dine-out,JP Nagar
22675,1,0,3.7,16,Jayanagar,Quick Bites,South Indian,100,Dine-out,JP Nagar
22676,1,0,3.6,26,BTM,Quick Bites,South Indian,100,Dine-out,JP Nagar
22677,1,0,3.3,12,other,Quick Bites,other,200,Dine-out,JP Nagar
22678,1,0,3.6,20,Jayanagar,Quick Bites,other,250,Dine-out,JP Nagar
22679,1,0,3.1,22,Jayanagar,Quick Bites,Fast Food,400,Dine-out,JP Nagar
22680,1,0,3.4,9,BTM,Quick Bites,North Indian,250,Dine-out,JP Nagar
22681,1,0,3.5,12,BTM,Quick Bites,Fast Food,250,Dine-out,JP Nagar
22682,1,0,2.9,42,BTM,Quick Bites,other,250,Dine-out,JP Nagar
22683,1,0,2.9,132,BTM,Quick Bites,"Chinese, North Indian",300,Dine-out,JP Nagar
22684,1,0,3.232387726934919,0,BTM,Quick Bites,North Indian,200,Dine-out,JP Nagar
22685,1,0,3.0,9,other,Quick Bites,other,400,Dine-out,JP Nagar
22686,0,0,3.3,6,other,Quick Bites,other,100,Dine-out,JP Nagar
22687,0,0,3.5,13,BTM,Quick Bites,other,300,Dine-out,JP Nagar
22688,0,0,0.0,0,BTM,Quick Bites,other,200,Dine-out,JP Nagar
22689,0,0,0.0,0,BTM,Quick Bites,other,400,Dine-out,JP Nagar
22690,0,0,0.0,0,BTM,Quick Bites,other,500,Dine-out,JP Nagar
22691,0,0,3.1,10,BTM,other,other,150,Dine-out,JP Nagar
22692,1,0,3.232387726934919,0,Jayanagar,Quick Bites,other,300,Dine-out,JP Nagar
22693,0,0,0.0,0,other,Quick Bites,South Indian,100,Dine-out,JP Nagar
22694,0,0,0.0,0,BTM,Quick Bites,South Indian,150,Dine-out,JP Nagar
22695,0,0,0.0,0,other,Quick Bites,Fast Food,200,Dine-out,JP Nagar
22696,0,0,0.0,0,BTM,Quick Bites,other,350,Dine-out,JP Nagar
22697,1,0,3.4,5,BTM,Quick Bites,other,300,Dine-out,JP Nagar
22698,1,0,3.8,75,Jayanagar,Quick Bites,other,300,Dine-out,JP Nagar
22699,1,0,3.7,17,Jayanagar,Quick Bites,other,200,Dine-out,JP Nagar
22700,1,0,3.4,17,Jayanagar,Quick Bites,Biryani,100,Dine-out,JP Nagar
22701,1,0,3.1,14,Jayanagar,Quick Bites,"North Indian, Chinese",300,Dine-out,JP Nagar
22702,1,0,3.4,6,BTM,Quick Bites,"North Indian, Chinese",400,Dine-out,JP Nagar
22703,1,0,3.232387726934919,0,BTM,Quick Bites,other,400,Dine-out,JP Nagar
22704,0,0,3.232387726934919,0,BTM,Quick Bites,other,400,Dine-out,JP Nagar
22705,1,0,3.1,245,other,Quick Bites,other,300,Dine-out,JP Nagar
22706,0,1,3.8,176,Jayanagar,Casual Dining,other,1350,Dine-out,JP Nagar
22707,1,0,3.2,49,BTM,Quick Bites,"North Indian, Chinese",300,Dine-out,JP Nagar
22708,0,0,3.7,93,Jayanagar,Casual Dining,"North Indian, Chinese",900,Dine-out,JP Nagar
22709,0,0,3.7,24,BTM,Quick Bites,other,400,Dine-out,JP Nagar
22710,1,0,3.0,57,Jayanagar,Quick Bites,other,400,Dine-out,JP Nagar
22711,0,0,3.232387726934919,0,Jayanagar,Casual Dining,"North Indian, Chinese",700,Dine-out,JP Nagar
22712,1,0,4.0,166,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese",400,Dine-out,JP Nagar
22713,1,0,0.0,0,BTM,Quick Bites,North Indian,350,Dine-out,JP Nagar
22714,0,0,3.7,167,Jayanagar,Cafe,other,400,Dine-out,JP Nagar
22715,0,0,3.4,9,Jayanagar,Quick Bites,South Indian,100,Dine-out,JP Nagar
22716,0,0,3.3,6,BTM,Quick Bites,other,250,Dine-out,JP Nagar
22717,1,0,3.6,241,other,Quick Bites,"North Indian, Chinese",300,Dine-out,JP Nagar
22718,1,0,3.8,14,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese",600,Dine-out,JP Nagar
22719,1,0,2.8,19,Jayanagar,Quick Bites,other,300,Dine-out,JP Nagar
22720,1,0,3.1,6,Jayanagar,Casual Dining,"North Indian, Chinese",550,Dine-out,JP Nagar
22721,1,1,3.9,488,BTM,Cafe,other,700,Dine-out,JP Nagar
22722,1,0,3.9,438,BTM,Casual Dining,other,650,Dine-out,JP Nagar
22723,1,0,3.3,46,BTM,other,North Indian,400,Dine-out,JP Nagar
22724,1,0,2.9,258,BTM,Quick Bites,North Indian,250,Dine-out,JP Nagar
22725,0,0,3.232387726934919,0,Jayanagar,Quick Bites,South Indian,150,Dine-out,JP Nagar
22726,1,0,3.232387726934919,0,BTM,Quick Bites,other,250,Dine-out,JP Nagar
22727,0,0,3.232387726934919,0,BTM,Quick Bites,"North Indian, South Indian",300,Dine-out,JP Nagar
22728,0,1,4.3,1246,Jayanagar,"Casual Dining, Bar",other,1000,Drinks & nightlife,JP Nagar
22729,0,1,3.9,1779,JP Nagar,other,other,1300,Drinks & nightlife,JP Nagar
22730,0,0,4.3,680,JP Nagar,other,other,1500,Drinks & nightlife,JP Nagar
22731,0,1,3.232387726934919,0,JP Nagar,other,other,1400,Drinks & nightlife,JP Nagar
22732,0,1,3.232387726934919,0,JP Nagar,other,other,1500,Drinks & nightlife,JP Nagar
22733,0,0,4.5,2800,JP Nagar,"Casual Dining, Bar",other,1200,Drinks & nightlife,JP Nagar
22734,1,1,4.3,4321,JP Nagar,other,other,1600,Drinks & nightlife,JP Nagar
22735,1,1,4.2,2206,JP Nagar,other,other,1200,Drinks & nightlife,JP Nagar
22736,0,1,4.0,720,JP Nagar,other,other,1500,Drinks & nightlife,JP Nagar
